order_date,daily_revenue,daily_order_count,revenue_rolling_7d,revenue_rolling_30d,avg_daily_revenue_7d,avg_daily_revenue_30d
2024-10-04,33645.050000000000000000,56,272919.420000000000000000,1205729.120000000000000000,38988.49,40190.97
2024-10-05,32722.500000000000000000,71,263970.080000000000000000,1186906.910000000000000000,37710.01,39563.56
2024-10-06,43853.480000000000000000,71,270921.990000000000000000,1190248.450000000000000000,38703.14,39674.95
2024-10-07,39806.280000000000000000,62,274080.810000000000000000,1179494.270000000000000000,39154.40,39316.48
2024-10-08,40395.140000000000000000,66,264832.240000000000000000,1172884.580000000000000000,37833.18,39096.15
2024-10-09,38144.310000000000000000,70,267581.920000000000000000,1179292.260000000000000000,38225.99,39309.74
2024-10-10,44076.170000000000000000,62,272642.930000000000000000,1186895.350000000000000000,38948.99,39563.18
2024-10-11,36208.000000000000000000,53,275205.880000000000000000,1185005.870000000000000000,39315.13,39500.20
2024-10-12,43383.840000000000000000,65,285867.220000000000000000,1188909.890000000000000000,40838.17,39630.33
2024-10-13,41453.540000000000000000,59,283467.280000000000000000,1184569.730000000000000000,40495.33,39485.66
2024-10-14,46928.870000000000000000,66,290589.870000000000000000,1186877.540000000000000000,41512.84,39562.58
2024-10-15,38270.440000000000000000,68,288465.170000000000000000,1182849.490000000000000000,41209.31,39428.32
2024-10-16,37069.960000000000000000,60,287390.820000000000000000,1183668.530000000000000000,41055.83,39455.62
2024-10-17,51188.240000000000000000,73,294502.890000000000000000,1188663.430000000000000000,42071.84,39622.11
2024-10-18,42710.000000000000000000,67,301004.890000000000000000,1192790.210000000000000000,43000.70,39759.67
2024-10-19,32796.240000000000000000,59,290417.290000000000000000,1183357.680000000000000000,41488.18,39445.26
2024-10-20,51319.930000000000000000,70,300283.680000000000000000,1191566.710000000000000000,42897.67,39718.89
2024-10-21,46161.440000000000000000,69,299516.250000000000000000,1191429.680000000000000000,42788.04,39714.32
2024-10-22,45253.550000000000000000,73,306499.360000000000000000,1198152.590000000000000000,43785.62,39938.42
2024-10-23,43440.820000000000000000,65,312870.220000000000000000,1215338.310000000000000000,44695.75,40511.28
2024-10-24,35380.630000000000000000,58,297062.610000000000000000,1212070.120000000000000000,42437.52,40402.34
2024-10-25,50508.860000000000000000,83,304861.470000000000000000,1228249.150000000000000000,43551.64,40941.64
2024-10-26,39742.820000000000000000,64,311808.050000000000000000,1226146.560000000000000000,44544.01,40871.55
2024-10-27,27602.670000000000000000,53,288090.790000000000000000,1221337.150000000000000000,41155.83,40711.24
2024-10-28,40078.040000000000000000,65,282007.390000000000000000,1219743.350000000000000000,40286.77,40658.11
2024-10-29,41597.790000000000000000,68,278351.630000000000000000,1224439.570000000000000000,39764.52,40814.65
2024-10-30,31637.330000000000000000,50,266548.140000000000000000,1219429.440000000000000000,38078.31,40647.65
2024-10-31,43267.100000000000000000,71,274434.610000000000000000,1213052.830000000000000000,39204.94,40435.09
2024-11-01,40221.190000000000000000,66,264146.940000000000000000,1217879.390000000000000000,37735.28,40595.98
2024-11-02,30019.720000000000000000,60,254423.840000000000000000,1208883.950000000000000000,36346.26,40296.13
2024-11-03,45075.070000000000000000,69,271896.240000000000000000,1220313.970000000000000000,38842.32,40677.13
2024-11-04,36354.540000000000000000,57,268172.740000000000000000,1223946.010000000000000000,38310.39,40798.20
2024-11-05,31218.850000000000000000,49,257793.800000000000000000,1211311.380000000000000000,36827.69,40377.05
2024-11-06,34701.570000000000000000,59,260858.040000000000000000,1206206.670000000000000000,37265.43,40206.89
2024-11-07,44640.470000000000000000,64,262231.410000000000000000,1210452.000000000000000000,37461.63,40348.40
2024-11-08,46465.410000000000000000,70,268475.630000000000000000,1218773.100000000000000000,38353.66,40625.77
2024-11-09,39647.070000000000000000,68,278102.980000000000000000,1214344.000000000000000000,39729.00,40478.13
2024-11-10,37956.330000000000000000,75,270984.240000000000000000,1216092.330000000000000000,38712.03,40536.41
2024-11-11,35469.240000000000000000,54,270098.940000000000000000,1208177.730000000000000000,38585.56,40272.59
2024-11-12,41463.770000000000000000,81,280343.860000000000000000,1208187.960000000000000000,40049.12,40272.93
2024-11-13,28531.000000000000000000,51,274173.290000000000000000,1189790.090000000000000000,39167.61,39659.67
2024-11-14,36359.790000000000000000,57,265892.610000000000000000,1187879.440000000000000000,37984.66,39595.98
2024-11-15,52003.840000000000000000,62,271431.040000000000000000,1202813.320000000000000000,38775.86,40093.78
2024-11-16,45261.720000000000000000,70,277045.690000000000000000,1196886.800000000000000000,39577.96,39896.23
2024-11-17,41406.160000000000000000,63,280495.520000000000000000,1195582.960000000000000000,40070.79,39852.77
2024-11-18,33773.190000000000000000,57,278799.470000000000000000,1196559.910000000000000000,39828.50,39885.33
2024-11-19,40374.500000000000000000,66,277710.200000000000000000,1185614.480000000000000000,39672.89,39520.48
2024-11-20,39748.120000000000000000,61,288927.320000000000000000,1179201.160000000000000000,41275.33,39306.71
2024-11-21,36340.670000000000000000,78,288908.200000000000000000,1170288.280000000000000000,41272.60,39009.61
2024-11-22,37942.870000000000000000,60,274847.230000000000000000,1164790.330000000000000000,39263.89,38826.34
2024-11-23,27004.780000000000000000,47,256590.290000000000000000,1156414.480000000000000000,36655.76,38547.15
2024-11-24,28279.530000000000000000,46,243463.660000000000000000,1134185.150000000000000000,34780.52,37806.17
2024-11-25,37054.640000000000000000,55,246745.110000000000000000,1131496.970000000000000000,35249.30,37716.57
2024-11-26,32417.400000000000000000,59,238788.010000000000000000,1136311.700000000000000000,34112.57,37877.06
2024-11-27,39336.270000000000000000,69,238376.160000000000000000,1135569.930000000000000000,34053.74,37852.33
2024-11-28,36277.430000000000000000,57,238312.920000000000000000,1130249.570000000000000000,34044.70,37674.99
2024-11-29,37371.420000000000000000,58,237741.470000000000000000,1135983.660000000000000000,33963.07,37866.12
2024-11-30,36443.450000000000000000,58,247180.140000000000000000,1129160.010000000000000000,35311.45,37638.67
2024-12-01,46736.100000000000000000,66,265636.710000000000000000,1135674.920000000000000000,37948.10,37855.83
2024-12-02,37223.050000000000000000,66,265805.120000000000000000,1142878.250000000000000000,37972.16,38095.94
2024-12-03,43863.050000000000000000,69,277250.770000000000000000,1141666.230000000000000000,39607.25,38055.54
2024-12-04,49156.210000000000000000,77,287070.710000000000000000,1154467.900000000000000000,41010.10,38482.26
2024-12-05,26637.720000000000000000,46,277431.000000000000000000,1149886.770000000000000000,39633.00,38329.56
2024-12-06,39452.620000000000000000,58,279512.200000000000000000,1154637.820000000000000000,39930.31,38487.93
2024-12-07,32192.040000000000000000,53,275260.790000000000000000,1142189.390000000000000000,39322.97,38072.98
2024-12-08,33775.640000000000000000,58,262300.330000000000000000,1129499.620000000000000000,37471.48,37649.99
2024-12-09,36629.730000000000000000,59,261707.010000000000000000,1126482.280000000000000000,37386.72,37549.41
2024-12-10,46566.420000000000000000,73,264410.380000000000000000,1135092.370000000000000000,37772.91,37836.41
2024-12-11,32945.830000000000000000,59,248200.000000000000000000,1132568.960000000000000000,35457.14,37752.30
2024-12-12,47644.510000000000000000,80,269206.790000000000000000,1138749.700000000000000000,38458.11,37958.32
2024-12-13,40471.880000000000000000,58,270226.050000000000000000,1150690.580000000000000000,38603.72,38356.35
2024-12-14,40309.050000000000000000,66,278343.060000000000000000,1154639.840000000000000000,39763.29,38487.99
2024-12-15,40251.110000000000000000,59,284818.530000000000000000,1142887.110000000000000000,40688.36,38096.24
2024-12-16,35635.790000000000000000,64,283824.590000000000000000,1133261.180000000000000000,40546.37,37775.37
2024-12-17,42277.590000000000000000,67,279535.760000000000000000,1134132.610000000000000000,39933.68,37804.42
2024-12-18,38159.980000000000000000,67,284749.910000000000000000,1138519.400000000000000000,40678.56,37950.65
2024-12-19,30102.690000000000000000,64,267208.090000000000000000,1128247.590000000000000000,38172.58,37608.25
2024-12-20,27350.040000000000000000,52,254086.250000000000000000,1115849.510000000000000000,36298.04,37194.98
2024-12-21,32967.890000000000000000,56,246745.090000000000000000,1112476.730000000000000000,35249.30,37082.56
2024-12-22,48718.680000000000000000,88,255212.660000000000000000,1123252.540000000000000000,36458.95,37441.75
2024-12-23,39699.500000000000000000,67,259276.370000000000000000,1135947.260000000000000000,37039.48,37864.91
2024-12-24,36754.460000000000000000,60,253753.240000000000000000,1144422.190000000000000000,36250.46,38147.41
2024-12-25,39138.180000000000000000,69,254731.440000000000000000,1146505.730000000000000000,36390.21,38216.86
2024-12-26,37732.760000000000000000,55,262361.510000000000000000,1151821.090000000000000000,37480.22,38394.04
2024-12-27,38503.480000000000000000,72,273514.950000000000000000,1150988.300000000000000000,39073.56,38366.28
2024-12-28,31438.680000000000000000,57,271985.740000000000000000,1146149.550000000000000000,38855.11,38204.99
2024-12-29,39560.500000000000000000,61,262827.560000000000000000,1148338.630000000000000000,37546.79,38277.95
2024-12-30,39038.260000000000000000,61,262166.320000000000000000,1150933.440000000000000000,37452.33,38364.45
2024-12-31,36280.480000000000000000,51,261692.340000000000000000,1140477.820000000000000000,37384.62,38015.93
2025-01-01,43362.970000000000000000,72,265917.130000000000000000,1146617.740000000000000000,37988.16,38220.59
2025-01-02,47384.170000000000000000,70,275568.540000000000000000,1150138.860000000000000000,39366.93,38337.96
2025-01-03,33211.680000000000000000,52,270276.740000000000000000,1134194.330000000000000000,38610.96,37806.48
2025-01-04,42502.300000000000000000,74,281340.360000000000000000,1150058.910000000000000000,40191.48,38335.30
2025-01-05,38762.640000000000000000,73,280542.500000000000000000,1149368.930000000000000000,40077.50,38312.30
2025-01-06,42931.460000000000000000,70,284435.700000000000000000,1160108.350000000000000000,40633.67,38670.28
2025-01-07,38550.170000000000000000,58,286705.390000000000000000,1164882.880000000000000000,40957.91,38829.43
2025-01-08,46942.600000000000000000,74,290285.020000000000000000,1175195.750000000000000000,41469.29,39173.19
2025-01-09,46448.140000000000000000,76,289348.990000000000000000,1175077.470000000000000000,41335.57,39169.25
2025-01-10,31347.010000000000000000,49,287484.320000000000000000,1173478.650000000000000000,41069.19,39115.96
2025-01-11,39222.400000000000000000,73,284204.420000000000000000,1165056.540000000000000000,40600.63,38835.22
2025-01-12,37251.120000000000000000,67,282692.900000000000000000,1161835.780000000000000000,40384.70,38727.86
2025-01-13,41520.100000000000000000,65,281281.540000000000000000,1163046.830000000000000000,40183.08,38768.23
2025-01-14,37367.450000000000000000,62,280098.820000000000000000,1160163.170000000000000000,40014.12,38672.11
2025-01-15,35713.010000000000000000,59,268869.230000000000000000,1160240.390000000000000000,38409.89,38674.68
2025-01-16,40765.020000000000000000,69,263186.110000000000000000,1158727.820000000000000000,37598.02,38624.26
2025-01-17,41534.580000000000000000,70,273373.680000000000000000,1162102.420000000000000000,39053.38,38736.75
2025-01-18,29437.450000000000000000,53,263588.730000000000000000,1161437.180000000000000000,37655.53,38714.57
2025-01-19,27714.010000000000000000,55,254051.620000000000000000,1161801.150000000000000000,36293.09,38726.71
2025-01-20,41202.700000000000000000,70,253734.220000000000000000,1170035.960000000000000000,36247.75,39001.20
2025-01-21,37607.150000000000000000,67,253973.920000000000000000,1158924.430000000000000000,36281.99,38630.81
2025-01-22,38972.720000000000000000,73,257233.630000000000000000,1158197.650000000000000000,36747.66,38606.59
2025-01-23,48364.230000000000000000,71,264832.840000000000000000,1169807.420000000000000000,37833.26,38993.58
2025-01-24,31913.140000000000000000,53,255211.400000000000000000,1162582.380000000000000000,36458.77,38752.75
2025-01-25,41851.140000000000000000,74,267625.090000000000000000,1166700.760000000000000000,38232.16,38890.03
2025-01-26,34644.070000000000000000,55,274555.150000000000000000,1162841.350000000000000000,39222.16,38761.38
2025-01-27,35839.210000000000000000,66,269191.660000000000000000,1167241.880000000000000000,38455.95,38908.06
2025-01-28,36502.940000000000000000,57,268087.450000000000000000,1164184.320000000000000000,38298.21,38806.14
2025-01-29,32366.150000000000000000,57,261480.880000000000000000,1157512.210000000000000000,37354.41,38583.74
2025-01-30,29834.130000000000000000,50,242950.780000000000000000,1151065.860000000000000000,34707.25,38368.86
2025-01-31,36421.210000000000000000,57,247458.850000000000000000,1144124.100000000000000000,35351.26,38137.47
2025-02-01,39639.950000000000000000,60,245247.660000000000000000,1136379.880000000000000000,35035.38,37879.33
2025-02-02,36790.060000000000000000,61,247393.650000000000000000,1139958.260000000000000000,35341.95,37998.61
2025-02-03,33203.690000000000000000,59,244758.130000000000000000,1130659.650000000000000000,34965.45,37688.66
2025-02-04,41637.100000000000000000,72,249892.290000000000000000,1133534.110000000000000000,35698.90,37784.47
2025-02-05,39796.340000000000000000,73,257322.480000000000000000,1130398.990000000000000000,36760.35,37679.97
2025-02-06,44036.930000000000000000,77,271525.280000000000000000,1135885.750000000000000000,38789.33,37862.86
2025-02-07,40417.630000000000000000,67,275521.700000000000000000,1129360.780000000000000000,39360.24,37645.36
2025-02-08,40244.210000000000000000,70,276125.960000000000000000,1123156.850000000000000000,39446.57,37438.56
2025-02-09,40794.230000000000000000,62,280130.130000000000000000,1132604.070000000000000000,40018.59,37753.47
2025-02-10,39976.000000000000000000,69,286902.440000000000000000,1133357.670000000000000000,40986.06,37778.59
2025-02-11,58802.500000000000000000,90,304067.840000000000000000,1154909.050000000000000000,43438.26,38496.97
2025-02-12,54282.340000000000000000,86,318553.840000000000000000,1167671.290000000000000000,45507.69,38922.38
2025-02-13,38001.290000000000000000,66,312518.200000000000000000,1168305.130000000000000000,44645.46,38943.50
2025-02-14,32255.260000000000000000,61,304355.830000000000000000,1164847.380000000000000000,43479.40,38828.25
2025-02-15,39395.060000000000000000,64,303506.680000000000000000,1163477.420000000000000000,43358.10,38782.58
2025-02-16,36411.230000000000000000,57,299123.680000000000000000,1158354.070000000000000000,42731.95,38611.80
2025-02-17,43412.360000000000000000,76,302560.040000000000000000,1172328.980000000000000000,43222.86,39077.63
2025-02-18,48954.490000000000000000,78,292712.030000000000000000,1193569.460000000000000000,41816.00,39785.65
2025-02-19,27312.270000000000000000,48,265741.960000000000000000,1179679.030000000000000000,37963.14,39322.63
2025-02-20,52431.100000000000000000,72,280171.770000000000000000,1194502.980000000000000000,40024.54,39816.77
2025-02-21,38994.980000000000000000,62,286911.490000000000000000,1194525.240000000000000000,40987.36,39817.51
2025-02-22,43674.840000000000000000,59,291191.270000000000000000,1189835.850000000000000000,41598.75,39661.20
2025-02-23,40382.660000000000000000,65,295162.700000000000000000,1198305.370000000000000000,42166.10,39943.51
2025-02-24,46840.110000000000000000,63,298590.450000000000000000,1203294.340000000000000000,42655.78,40109.81
2025-02-25,46021.100000000000000000,71,295657.060000000000000000,1214671.370000000000000000,42236.72,40489.05
2025-02-26,46166.850000000000000000,69,314511.640000000000000000,1224999.010000000000000000,44930.23,40833.30
2025-02-27,55612.200000000000000000,76,317692.740000000000000000,1244108.270000000000000000,45384.68,41470.28
2025-02-28,41560.120000000000000000,66,320257.880000000000000000,1253302.240000000000000000,45751.13,41776.74
2025-03-01,37563.770000000000000000,69,314146.810000000000000000,1261031.880000000000000000,44878.12,42034.40
2025-03-02,35233.950000000000000000,55,308998.100000000000000000,1259844.620000000000000000,44142.59,41994.82
2025-03-03,30513.070000000000000000,60,292671.060000000000000000,1250717.740000000000000000,41810.15,41690.59
2025-03-04,39515.700000000000000000,64,286165.660000000000000000,1253443.380000000000000000,40880.81,41781.45
2025-03-05,38273.850000000000000000,65,278272.660000000000000000,1258513.540000000000000000,39753.24,41950.45
2025-03-06,38988.010000000000000000,54,261648.470000000000000000,1255864.450000000000000000,37378.35,41862.15
2025-03-07,27815.670000000000000000,55,247904.020000000000000000,1243883.780000000000000000,35414.86,41462.79
2025-03-08,44109.600000000000000000,71,254449.850000000000000000,1243956.450000000000000000,36349.98,41465.22
2025-03-09,40586.980000000000000000,63,259802.880000000000000000,1244125.800000000000000000,37114.70,41470.86
2025-03-10,43976.760000000000000000,70,273266.570000000000000000,1247858.350000000000000000,39038.08,41595.28
2025-03-11,38084.560000000000000000,71,271835.430000000000000000,1245148.680000000000000000,38833.63,41504.96
2025-03-12,46302.200000000000000000,67,279863.780000000000000000,1251474.880000000000000000,39980.54,41715.83
2025-03-13,29839.540000000000000000,60,270715.310000000000000000,1222511.920000000000000000,38673.62,40750.40
2025-03-14,40432.020000000000000000,71,283331.660000000000000000,1208661.600000000000000000,40475.95,40288.72
2025-03-15,35700.550000000000000000,64,274922.610000000000000000,1206360.860000000000000000,39274.66,40212.03
2025-03-16,46745.310000000000000000,73,281080.940000000000000000,1220850.910000000000000000,40154.42,40695.03
2025-03-17,46280.220000000000000000,70,283384.400000000000000000,1227736.070000000000000000,40483.49,40924.54
2025-03-18,46674.620000000000000000,70,291974.460000000000000000,1237999.460000000000000000,41710.64,41266.65
2025-03-19,42348.570000000000000000,62,288020.830000000000000000,1236935.670000000000000000,41145.83,41231.19
2025-03-20,37969.550000000000000000,70,296150.840000000000000000,1225950.730000000000000000,42307.26,40865.02
2025-03-21,49659.680000000000000000,68,305378.500000000000000000,1248298.140000000000000000,43625.50,41609.94
2025-03-22,47541.070000000000000000,68,317219.020000000000000000,1243408.110000000000000000,45317.00,41446.94
2025-03-23,45626.370000000000000000,63,316100.080000000000000000,1250039.500000000000000000,45157.15,41667.98
2025-03-24,38784.420000000000000000,68,308604.280000000000000000,1245149.080000000000000000,44086.33,41504.97
2025-03-25,40569.780000000000000000,63,302499.440000000000000000,1245336.200000000000000000,43214.21,41511.21
2025-03-26,32206.630000000000000000,58,292357.500000000000000000,1230702.720000000000000000,41765.36,41023.42
2025-03-27,46556.030000000000000000,70,300943.980000000000000000,1231237.650000000000000000,42992.00,41041.26
2025-03-28,39711.120000000000000000,59,290995.420000000000000000,1224781.920000000000000000,41570.77,40826.06
2025-03-29,43619.760000000000000000,70,287074.110000000000000000,1212789.480000000000000000,41010.59,40426.32
2025-03-30,45758.190000000000000000,59,287205.930000000000000000,1216987.550000000000000000,41029.42,40566.25
2025-03-31,45167.800000000000000000,68,293589.310000000000000000,1224591.580000000000000000,41941.33,40819.72
2025-04-01,28561.750000000000000000,55,281581.280000000000000000,1217919.380000000000000000,40225.90,40597.31
2025-04-02,38891.100000000000000000,70,288265.750000000000000000,1226297.410000000000000000,41180.82,40876.58
2025-04-03,38952.450000000000000000,63,280662.170000000000000000,1225734.160000000000000000,40094.60,40857.81
2025-04-04,34336.750000000000000000,58,275287.800000000000000000,1221797.060000000000000000,39326.83,40726.57
2025-04-05,42629.550000000000000000,65,274297.590000000000000000,1225438.600000000000000000,39185.37,40847.95
2025-04-06,32354.350000000000000000,61,260893.750000000000000000,1229977.280000000000000000,37270.54,40999.24
2025-04-07,31399.820000000000000000,65,247125.770000000000000000,1217267.500000000000000000,35303.68,40575.58
2025-04-08,45705.670000000000000000,69,264269.690000000000000000,1222386.190000000000000000,37752.81,40746.21
2025-04-09,52952.400000000000000000,87,278330.990000000000000000,1231361.830000000000000000,39761.57,41045.39
2025-04-10,56355.710000000000000000,82,295734.250000000000000000,1249632.980000000000000000,42247.75,41654.43
2025-04-11,38062.630000000000000000,62,299460.130000000000000000,1241393.410000000000000000,42780.02,41379.78
2025-04-12,59574.740000000000000000,84,316405.320000000000000000,1271128.610000000000000000,45200.76,42370.95
2025-04-13,45871.680000000000000000,62,329922.650000000000000000,1276568.270000000000000000,47131.81,42552.28
2025-04-14,42461.300000000000000000,72,340984.130000000000000000,1283329.020000000000000000,48712.02,42777.63
2025-04-15,30667.110000000000000000,56,325945.570000000000000000,1267250.820000000000000000,46563.65,42241.69
2025-04-16,42798.440000000000000000,71,315791.610000000000000000,1263769.040000000000000000,45113.09,42125.63
2025-04-17,42398.320000000000000000,73,301834.220000000000000000,1259492.740000000000000000,43119.17,41983.09
2025-04-18,52270.030000000000000000,81,316041.620000000000000000,1269414.200000000000000000,45148.80,42313.81
2025-04-19,36395.380000000000000000,69,292862.260000000000000000,1267840.030000000000000000,41837.47,42261.33
2025-04-20,38856.150000000000000000,68,285846.730000000000000000,1257036.500000000000000000,40835.25,41901.22
2025-04-21,33324.860000000000000000,61,276710.290000000000000000,1242820.290000000000000000,39530.04,41427.34
2025-04-22,41879.860000000000000000,62,287923.040000000000000000,1239073.780000000000000000,41131.86,41302.46
2025-04-23,50077.230000000000000000,85,295201.830000000000000000,1250366.590000000000000000,42171.69,41678.89
2025-04-24,37438.230000000000000000,67,290241.740000000000000000,1247235.040000000000000000,41463.11,41574.50
2025-04-25,44544.070000000000000000,67,282515.780000000000000000,1259572.480000000000000000,40359.40,41985.75
2025-04-26,43622.090000000000000000,58,289742.490000000000000000,1256638.540000000000000000,41391.78,41887.95
2025-04-27,47449.860000000000000000,64,298336.200000000000000000,1264377.280000000000000000,42619.46,42145.91
2025-04-28,36773.470000000000000000,65,301784.810000000000000000,1257530.990000000000000000,43112.12,41917.70
2025-04-29,36032.280000000000000000,74,295937.230000000000000000,1247805.080000000000000000,42276.75,41593.50
2025-04-30,30587.740000000000000000,55,276447.740000000000000000,1233225.020000000000000000,39492.53,41107.50
2025-05-01,37728.900000000000000000,63,276738.410000000000000000,1242392.170000000000000000,39534.06,41413.07
2025-05-02,41563.060000000000000000,77,273757.400000000000000000,1245064.130000000000000000,39108.20,41502.14
2025-05-03,37598.400000000000000000,61,267733.710000000000000000,1243710.080000000000000000,38247.67,41457.00
2025-05-04,50041.900000000000000000,80,270325.750000000000000000,1259415.230000000000000000,38617.96,41980.51
2025-05-05,38925.480000000000000000,68,272477.760000000000000000,1255711.160000000000000000,38925.39,41857.04
2025-05-06,29407.240000000000000000,47,265852.720000000000000000,1252764.050000000000000000,37978.96,41758.80
2025-05-07,38581.320000000000000000,61,273846.300000000000000000,1259945.550000000000000000,39120.90,41998.19
2025-05-08,50430.910000000000000000,83,286548.310000000000000000,1264670.790000000000000000,40935.47,42155.69
2025-05-09,36199.190000000000000000,53,281184.440000000000000000,1247917.580000000000000000,40169.21,41597.25
2025-05-10,40574.730000000000000000,66,284160.770000000000000000,1232136.600000000000000000,40594.40,41071.22
2025-05-11,47498.200000000000000000,71,281617.070000000000000000,1241572.170000000000000000,40231.01,41385.74
2025-05-12,37058.800000000000000000,64,279750.390000000000000000,1219056.230000000000000000,39964.34,40635.21
2025-05-13,31203.520000000000000000,56,281546.670000000000000000,1204388.070000000000000000,40220.95,40146.27
2025-05-14,34018.220000000000000000,48,276983.570000000000000000,1195944.990000000000000000,39569.08,39864.83
2025-05-15,46973.730000000000000000,67,273526.390000000000000000,1212251.610000000000000000,39075.20,40408.39
2025-05-16,38654.720000000000000000,67,275981.920000000000000000,1208107.890000000000000000,39425.99,40270.26
2025-05-17,36680.180000000000000000,63,272087.370000000000000000,1202389.750000000000000000,38869.62,40079.66
2025-05-18,37105.450000000000000000,66,261694.620000000000000000,1187225.170000000000000000,37384.95,39574.17
2025-05-19,38049.060000000000000000,71,262684.880000000000000000,1188878.850000000000000000,37526.41,39629.30
2025-05-20,49527.260000000000000000,69,281008.620000000000000000,1199549.960000000000000000,40144.09,39985.00
2025-05-21,37121.720000000000000000,59,284112.120000000000000000,1203346.820000000000000000,40587.45,40111.56
2025-05-22,45057.010000000000000000,74,282195.400000000000000000,1206523.970000000000000000,40313.63,40217.47
2025-05-23,41261.080000000000000000,71,284801.760000000000000000,1197707.820000000000000000,40685.97,39923.59
2025-05-24,46885.890000000000000000,64,295007.470000000000000000,1207155.480000000000000000,42143.92,40238.52
2025-05-25,43544.120000000000000000,64,301446.140000000000000000,1206155.530000000000000000,43063.73,40205.18
2025-05-26,45283.670000000000000000,72,308680.750000000000000000,1207817.110000000000000000,44097.25,40260.57
2025-05-27,49383.900000000000000000,78,308537.390000000000000000,1209751.150000000000000000,44076.77,40325.04
2025-05-28,36794.350000000000000000,64,308210.020000000000000000,1209772.030000000000000000,44030.00,40325.73
2025-05-29,36706.770000000000000000,70,299859.780000000000000000,1210446.520000000000000000,42837.11,40348.22
2025-05-30,27702.560000000000000000,70,286301.260000000000000000,1207561.340000000000000000,40900.18,40252.04
2025-05-31,37760.300000000000000000,62,277175.670000000000000000,1207592.740000000000000000,39596.52,40253.09
2025-06-01,33825.760000000000000000,58,267457.310000000000000000,1199855.440000000000000000,38208.19,39995.18
2025-06-02,32453.970000000000000000,56,254627.610000000000000000,1194711.010000000000000000,36375.37,39823.70
2025-06-03,38231.120000000000000000,58,243474.830000000000000000,1182900.230000000000000000,34782.12,39430.01
2025-06-04,36466.140000000000000000,57,243146.620000000000000000,1180440.890000000000000000,34735.23,39348.03
2025-06-05,40942.840000000000000000,65,247382.690000000000000000,1191976.490000000000000000,35340.38,39732.55
2025-06-06,37178.710000000000000000,67,256858.840000000000000000,1190573.880000000000000000,36694.12,39685.80
2025-06-07,30450.540000000000000000,52,249549.080000000000000000,1170593.510000000000000000,35649.87,39019.78
2025-06-08,45142.830000000000000000,67,260866.150000000000000000,1179537.150000000000000000,37266.59,39317.91
2025-06-09,43616.760000000000000000,66,272028.940000000000000000,1182579.180000000000000000,38861.28,39419.31
2025-06-10,48063.010000000000000000,77,281860.830000000000000000,1183143.990000000000000000,40265.83,39438.13
2025-06-11,51863.540000000000000000,72,297258.230000000000000000,1197948.730000000000000000,42465.46,39931.62
2025-06-12,42077.790000000000000000,61,298393.180000000000000000,1208823.000000000000000000,42627.60,40294.10
2025-06-13,35199.540000000000000000,53,296414.010000000000000000,1210004.320000000000000000,42344.86,40333.48
2025-06-14,39738.840000000000000000,65,305702.310000000000000000,1202769.430000000000000000,43671.76,40092.31
2025-06-15,45100.460000000000000000,61,305659.940000000000000000,1209215.170000000000000000,43665.71,40307.17
2025-06-16,43252.500000000000000000,72,305295.680000000000000000,1215787.490000000000000000,43613.67,40526.25
2025-06-17,49345.360000000000000000,86,306578.030000000000000000,1228027.400000000000000000,43796.86,40934.25
2025-06-18,41823.330000000000000000,57,296537.820000000000000000,1231801.670000000000000000,42362.55,41060.06
2025-06-19,49819.440000000000000000,73,304279.470000000000000000,1232093.850000000000000000,43468.50,41069.80
2025-06-20,42195.580000000000000000,60,311275.510000000000000000,1237167.710000000000000000,44467.93,41238.92
2025-06-21,52368.220000000000000000,80,323904.890000000000000000,1244478.920000000000000000,46272.13,41482.63
2025-06-22,47184.250000000000000000,81,325988.680000000000000000,1250402.090000000000000000,46569.81,41680.07
2025-06-23,49849.050000000000000000,71,332585.230000000000000000,1253365.250000000000000000,47512.18,41778.84
2025-06-24,38695.880000000000000000,73,321935.750000000000000000,1248517.010000000000000000,45990.82,41617.23
2025-06-25,36881.970000000000000000,60,316994.390000000000000000,1240115.310000000000000000,45284.91,41337.18
2025-06-26,36227.990000000000000000,62,303402.940000000000000000,1226959.400000000000000000,43343.28,40898.65
2025-06-27,40923.830000000000000000,60,302131.190000000000000000,1231088.880000000000000000,43161.60,41036.30
2025-06-28,42100.850000000000000000,63,291863.820000000000000000,1236482.960000000000000000,41694.83,41216.10
2025-06-29,31478.940000000000000000,56,276158.510000000000000000,1240259.340000000000000000,39451.22,41341.98
2025-06-30,29610.690000000000000000,57,255920.150000000000000000,1232109.730000000000000000,36560.02,41070.32
2025-07-01,29698.930000000000000000,50,246923.200000000000000000,1227982.900000000000000000,35274.74,40932.76
2025-07-02,39989.010000000000000000,73,250030.240000000000000000,1235517.940000000000000000,35718.61,41183.93
2025-07-03,46788.980000000000000000,76,260591.230000000000000000,1244075.800000000000000000,37227.32,41469.19
2025-07-04,35071.880000000000000000,58,254739.280000000000000000,1242681.540000000000000000,36391.33,41422.72
2025-07-05,26898.890000000000000000,54,239537.320000000000000000,1228637.590000000000000000,34219.62,40954.59
2025-07-06,44708.190000000000000000,66,252766.570000000000000000,1236167.070000000000000000,36109.51,41205.57
2025-07-07,41482.750000000000000000,71,264638.630000000000000000,1247199.280000000000000000,37805.52,41573.31
2025-07-08,28542.350000000000000000,46,263482.050000000000000000,1230598.800000000000000000,37640.29,41019.96
